Layer_0,Layer_1,Layer_2,Layer_3,Layer_4
0.0,1.9564899,5.0992637,-0.8991696,2.0580143e-10
0.0,0.0,4.3561234,-0.95508105,1.9461044e-10
0.0,0.3494375,3.74188,5.514279,1.2553754e-07
0.0,0.0,1.3696829,5.937958,1.9176758e-07
0.0,0.0,5.35462,-10.47881,1.4225378e-14
0.0,0.046084296,0.5248475,-0.65701187,2.6219033e-10
0.0,0.0,3.1222425,-7.7838354,2.1060843e-13
0.0,0.0,17.327534,2.0587919,3.9634647e-09
0.0,1.5089957,4.954554,21.404938,0.99999833
0.0,0.0,8.04923,7.8443046,1.2903018e-06
0.0,0.0,0.0,,
0.0,1.0958501,5.218152,,
0.0,0.0,0.0,,
0.0,0.0,1.5660542,,
0.0,0.0,3.1714013,,
0.0,0.0,3.8670585,,
0.0,0.0,1.4976976,,
0.0,1.653131,1.5671669,,
0.0,2.0638032,4.688544,,
0.0,0.0,9.275385,,
0.0,0.0,0.0,,
0.0,0.0,6.695095,,
0.0,0.0,6.911629,,
0.0,0.0,2.141692,,
0.0,0.5324596,0.0,,
0.0,0.0,2.155017,,
0.0,1.1946286,0.0,,
0.0,1.6180224,0.0,,
0.0,0.0,6.427147,,
0.0,0.0,2.4610894,,
0.0,0.0,9.506757,,
0.0,0.029408684,0.0,,
0.0,1.05092,6.172411,,
0.0,1.8107463,7.6269517,,
0.0,0.0,0.0,,
0.0,0.0,0.0,,
0.0,0.0,0.0,,
0.0,0.0,2.4382298,,
0.0,0.588854,5.950473,,
0.0,0.0,0.4893103,,
0.0,1.4754381,5.6366754,,
0.0,0.0,7.690053,,
0.0,1.0133085,3.1802545,,
0.0,1.4474136,5.4081707,,
0.0,1.7737409,1.2862339,,
0.0,0.0,4.5966873,,
0.0,0.0,5.8493137,,
0.0,0.0,7.4507785,,
0.0,2.5455017,1.0680199,,
0.0,2.2710347,0.0,,
0.0,0.0,,,
0.0,1.7050619,,,
0.0,2.0193415,,,
0.0,0.0,,,
0.0,0.761171,,,
0.0,0.2355479,,,
0.0,1.0115333,,,
0.0,1.9739302,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.54640865,,,
0.0,0.0,,,
0.0,0.9421111,,,
0.0,1.4809605,,,
0.0,0.0,,,
0.0,2.122417,,,
0.0,3.1713345,,,
0.0,2.8296783,,,
0.0,0.0,,,
0.0,1.1719021,,,
0.0,0.47142017,,,
0.0,0.0,,,
0.0,1.8637223,,,
0.0,1.611476,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.475432,,,
0.0,1.0451999,,,
0.0,0.61595315,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.74277025,,,
0.0,0.16561028,,,
0.0,1.9174557,,,
0.0,0.9138812,,,
0.0,0.0,,,
0.0,0.98953813,,,
0.0,0.4690449,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,2.0874913,,,
0.0,1.7893233,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,3.3424418,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.8799809,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.5880187,,,
0.0,1.1236651,,,
0.0,1.8220298,,,
0.0,1.9310824,,,
0.0,0.15631425,,,
0.0,0.47314683,,,
0.0,2.883384,,,
0.0,0.085478686,,,
0.0,0.0,,,
0.0,0.3939678,,,
0.0,0.94883525,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.28379884,,,
0.0,2.3857825,,,
0.0,1.0587012,,,
0.0,0.75401425,,,
0.0,0.2967039,,,
0.0,3.544508,,,
0.0,1.9557121,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.7700232,,,
0.0,0.0,,,
0.0,0.7260202,,,
0.0,0.0,,,
0.0,1.0193498,,,
0.0,0.022920735,,,
0.0,0.0,,,
0.0,0.49123588,,,
0.0,1.3170431,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.4987344,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.12596974,,,
0.0,0.72349715,,,
0.0,1.1688112,,,
0.0,0.0,,,
0.0,1.0691924,,,
0.0,1.809624,,,
0.0,0.36454052,,,
0.0,1.0371284,,,
0.0,1.4480568,,,
0.0,0.0,,,
0.0,0.12965623,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,2.5286698,,,
0.0,0.0,,,
0.0,0.4690891,,,
0.0,0.0,,,
0.0,0.79429865,,,
0.0,2.230275,,,
0.0,1.2879769,,,
0.0,0.0,,,
0.0,1.2358015,,,
0.0,0.5592065,,,
0.0,0.0,,,
0.0,3.3238366,,,
0.0,0.28417772,,,
0.0,0.0,,,
0.0,0.065948084,,,
0.0,0.0,,,
0.3372549,0.0,,,
0.77254903,0.0,,,
1.0,0.44628334,,,
0.99215686,0.0,,,
1.0,0.0,,,
0.54509807,0.0,,,
0.3372549,0.0,,,
0.33333334,1.2380098,,,
0.7764706,0.0,,,
0.10980392,0.8996712,,,
0.0,1.6070988,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,2.6481926,,,
0.0,0.18269405,,,
0.0,0.0,,,
0.0,0.5095041,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.48214272,,,
0.0,0.14939259,,,
0.0,0.5903641,,,
0.0,2.6761305,,,
0.44705883,1.598567,,,
0.99215686,1.5940623,,,
0.9843137,2.5935562,,,
0.99215686,0.8514448,,,
0.9843137,1.8810741,,,
0.99215686,0.30718696,,,
0.9843137,0.0,,,
0.99215686,0.0,,,
0.9843137,0.0,,,
0.99215686,0.0,,,
0.76862746,0.0,,,
0.0,1.1605564,,,
0.0,0.0,,,
0.0,1.3820944,,,
0.0,1.5867343,,,
0.0,0.38498104,,,
0.0,1.529275,,,
0.0,0.88364905,,,
0.0,0.0,,,
0.0,2.937279,,,
0.0,0.9063223,,,
0.0,0.0,,,
0.0,0.889176,,,
0.0,0.40158978,,,
0.0,1.3287385,,,
0.0,0.45167026,,,
0.22352941,0.0,,,
1.0,0.0,,,
0.99215686,0.612661,,,
1.0,0.0,,,
