Layer_0,Layer_1,Layer_2,Layer_3,Layer_4
0.0,1.7563748,2.7224867,0.5406236,8.043899e-09
0.0,0.77198875,1.3483257,-1.683351,8.7017543e-10
0.0,0.0,0.25946572,2.681043,6.83974e-08
0.0,2.913964,1.9902906,19.178968,0.9999937
0.0,0.0,0.47336203,-19.08259,2.4166487e-17
0.0,0.0,0.0,2.4352348,5.349163e-08
0.0,0.0,1.436526,-10.888435,8.747615e-14
0.0,2.301149,16.56201,-3.2364056,1.8412963e-10
0.0,1.1470684,2.9325683,7.1104493,5.7372768e-06
0.0,0.96922624,2.1984563,4.6809783,5.053594e-07
0.0,0.0,0.0,,
0.0,0.0,6.897551,,
0.0,0.8927444,0.0,,
0.0,0.047311008,1.4421071,,
0.0,0.0,2.7829044,,
0.0,0.8826128,0.0,,
0.0,0.023446988,3.504581,,
0.0,0.6835596,0.0,,
0.0,0.9380602,2.179786,,
0.0,0.0,8.0920925,,
0.0,0.0,6.818872,,
0.0,0.6983291,7.2159634,,
0.0,0.0,5.879543,,
0.0,1.4208928,0.0,,
0.0,0.0,2.1929579,,
0.0,0.0,2.1883106,,
0.0,1.2038668,0.63206685,,
0.0,0.0,2.5528252,,
0.0,0.0,4.159953,,
0.0,0.0,0.0,,
0.0,0.0,11.695049,,
0.0,0.0,2.1468565,,
0.0,2.2960203,4.625209,,
0.0,0.09087716,2.8012562,,
0.0,1.9048113,0.0,,
0.0,2.366951,2.980117,,
0.0,0.0,0.0,,
0.0,0.41832894,5.9236875,,
0.0,3.0138078,4.2352724,,
0.0,0.7342673,2.8291955,,
0.0,0.0,4.9357553,,
0.0,0.0,5.8193645,,
0.0,1.6829002,5.822907,,
0.0,1.2961769,3.861124,,
0.0,0.0,0.015701562,,
0.0,0.14983115,4.997688,,
0.0,0.0,2.695272,,
0.0,0.0,6.2207046,,
0.0,0.49036357,0.33288503,,
0.0,0.0,1.25055,,
0.0,1.5154761,,,
0.0,1.5060178,,,
0.0,1.5934063,,,
0.0,0.52054566,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.74541116,,,
0.0,0.87075907,,,
0.0,0.69228595,,,
0.0,0.042240776,,,
0.0,0.9645521,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.34102875,,,
0.0,0.020992588,,,
0.0,1.6204072,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,2.197966,,,
0.0,2.5660264,,,
0.0,0.7993837,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.7124469,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.6352378,,,
0.0,0.0,,,
0.0,0.39242908,,,
0.0,0.0,,,
0.0,0.6238809,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.48660162,,,
0.0,1.7854065,,,
0.0,1.3573085,,,
0.0,0.60734546,,,
0.0,0.0,,,
0.0,1.1315191,,,
0.0,1.9604493,,,
0.0,0.0,,,
0.0,1.0053843,,,
0.0,0.57650745,,,
0.0,0.0,,,
0.0,3.341968,,,
0.0,0.13570194,,,
0.0,0.0,,,
0.0,0.037331134,,,
0.0,1.8402607,,,
0.0,0.0,,,
0.0,0.30694777,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.3012628,,,
0.0,0.0,,,
0.0,0.7042326,,,
0.0,1.5204581,,,
0.0,0.8799591,,,
0.0,0.6020806,,,
0.0,2.0901077,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.0298702,,,
