Layer_0,Layer_1,Layer_2,Layer_3,Layer_4
0.0,0.7169627,2.651968,-0.073178954,1.8553355e-05
0.0,0.0,3.4078045,1.1804115,6.499051e-05
0.0,0.0,0.08019927,-0.24748532,1.5585558e-05
0.0,1.6149063,2.3279576,-0.37076804,1.3777851e-05
0.0,0.16636774,0.0,1.0980833,5.9854305e-05
0.0,0.0,0.0,1.1744646,6.460515e-05
0.0,0.6359172,2.2786205,10.821084,0.9994035
0.0,0.20394865,6.059634,-5.0864377,1.2336494e-07
0.0,1.1511613,1.6239076,2.8898664,0.00035913422
0.0,0.0,2.3244681,-9.070979,2.294709e-09
0.0,0.0,0.0,,
0.0,0.7088158,2.3868232,,
0.0,0.10553911,0.0,,
0.0,0.0,2.488972,,
0.0,0.14150673,0.8842885,,
0.0,0.045322265,1.1973202,,
0.0,0.08255039,0.0,,
0.0,0.0,1.05014,,
0.0,0.31879416,4.7933574,,
0.0,0.7516388,2.1048286,,
0.0,0.0,0.0,,
0.0,0.8022898,1.8179417,,
0.0,0.79235005,0.276747,,
0.0,0.0,3.955714,,
0.0,0.0,5.2818108,,
0.0,0.55224407,0.34157383,,
0.0,0.25887424,1.0094948,,
0.0,0.0,1.4599686,,
0.0,0.0,3.207941,,
0.0,0.0,3.391509,,
0.0,0.055123713,2.9209425,,
0.0,0.0,3.753191,,
0.0,0.0,5.8238115,,
0.0,0.0,4.804744,,
0.0,0.0,4.051671,,
0.0,1.0385096,3.2756395,,
0.0,0.0,0.7245165,,
0.0,0.20067628,0.4999973,,
0.0,0.0,0.05945039,,
0.0,0.36780226,0.0,,
0.0,0.0,1.798258,,
0.0,0.0,1.9294719,,
0.0,0.023980642,0.36933494,,
0.0,0.08433138,2.3042614,,
0.0,0.31537488,0.33830956,,
0.0,0.0,0.80286694,,
0.0,0.0,2.1163175,,
0.0,0.0,0.0,,
0.0,1.0445285,0.0,,
0.0,0.0,5.0024347,,
0.0,0.0,,,
0.0,0.69168854,,,
0.0,1.2707455,,,
0.0,0.0,,,
0.0,0.5365761,,,
0.0,0.012855826,,,
0.0,0.0,,,
0.0,0.4987946,,,
0.0,1.1825353,,,
0.0,0.6919503,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.13428153,,,
0.0,0.0,,,
0.0,0.04892335,,,
0.0,0.66753715,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.930226,,,
0.0,1.1785213,,,
0.0,0.014810035,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.043603472,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.13271637,,,
0.0,0.0,,,
0.0,0.7101453,,,
0.0,0.0,,,
0.0,0.55687356,,,
0.0,0.0,,,
0.0,0.65417016,,,
0.0,0.0,,,
0.0,0.26036376,,,
0.0,1.2757674,,,
0.0,1.7051986,,,
0.0,1.0646697,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.1563967,,,
0.0,0.0,,,
0.0,0.54825044,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.274203,,,
0.0,0.0,,,
0.0,1.0329107,,,
0.0,0.5615342,,,
0.12156863,1.2452778,,,
0.68235296,0.0,,,
0.81960785,0.7982208,,,
0.24313726,0.0,,,
0.0,0.0,,,
0.0,1.2404816,,,
0.0,0.0,,,
0.0,0.25265837,,,
0.0,1.1693646,,,
0.0,0.0,,,
0.0,1.5444252,,,
0.0,0.0,,,
0.0,1.2930999,,,
0.0,0.84948677,,,
0.0,0.0,,,
0.0,0.5952842,,,
