Layer_0,Layer_1,Layer_2,Layer_3,Layer_4
0.0,1.736168,1.5951767,26.076504,0.9999999
0.0,0.0,5.847346,-7.4861927,2.6540265e-15
0.0,0.0,5.847575,10.463852,1.6577211e-07
0.0,2.0313435,4.7592263,-7.6711507,2.2058707e-15
0.0,0.0,1.2606307,-7.420462,2.8343393e-15
0.0,0.0,0.0,-12.27573,2.207173e-17
0.0,0.0,8.136162,1.3688742,1.8604264e-11
0.0,0.0,10.365264,-8.341474,1.1283991e-15
0.0,2.8098474,8.082914,-0.10513431,4.260482e-12
0.0,1.7330092,5.567859,-1.5941051,9.611859e-13
0.0,0.6240425,0.0,,
0.0,0.0,4.447727,,
0.0,2.2467892,0.8688972,,
0.0,0.0,0.2347263,,
0.0,0.0,0.0,,
0.0,2.4711149,0.16419691,,
0.0,1.9671223,6.596885,,
0.0,1.5549119,9.524473,,
0.0,0.61129075,9.58473,,
0.0,0.0,1.010004,,
0.0,0.8515752,7.2817206,,
0.0,0.8742293,0.00068359636,,
0.0,0.0,0.6376796,,
0.0,0.0,3.2971327,,
0.0,0.0,5.520932,,
0.0,0.0,1.8751059,,
0.0,0.0,11.844666,,
0.0,0.0,2.1254652,,
0.0,0.0,2.935067,,
0.0,0.0,3.9106815,,
0.0,0.0,7.6366725,,
0.0,0.0,2.8296173,,
0.0,0.0,1.9593753,,
0.0,0.0,4.334375,,
0.0,0.0,4.393666,,
0.0,5.1634383,1.5303687,,
0.0,0.0,3.9704878,,
0.0,1.3050228,4.2771525,,
0.0,0.9083253,2.4062665,,
0.0,0.0,0.0,,
0.0,0.0,5.312941,,
0.0,0.0,8.264443,,
0.0,0.09879808,1.0103178,,
0.0,1.9400892,0.0,,
0.0,0.0,0.0,,
0.0,0.25327826,4.1593204,,
0.0,0.0,7.061571,,
0.0,0.0,4.6482615,,
0.0,0.5085197,2.5459256,,
0.0,0.0,0.0,,
0.0,0.0,,,
0.0,2.4518967,,,
0.0,1.9764576,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.0750701,,,
0.0,1.4834007,,,
0.0,0.7578465,,,
0.0,0.93800414,,,
0.0,1.0541164,,,
0.0,0.0,,,
0.0,1.7041782,,,
0.0,0.0,,,
0.0,0.29169965,,,
0.0,0.51623684,,,
0.0,0.9249001,,,
0.0,0.22171864,,,
0.0,2.9280791,,,
0.0,2.3526278,,,
0.0,2.6779163,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.20632756,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,5.2194204,,,
0.0,0.0,,,
0.0,0.4816977,,,
0.0,0.8776277,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.42849645,,,
0.0,0.98983705,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,2.0535383,,,
0.0,0.0,,,
0.0,2.6951902,,,
0.0,0.17644471,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.6994289,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.023963446,,,
0.0,0.0,,,
0.0,3.031282,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.0053637,,,
0.0,2.1992037,,,
0.0,0.3792834,,,
0.0,0.0,,,
0.0,1.3591537,,,
0.0,1.1205089,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.6595179,,,
0.0,1.7636712,,,
0.0,1.8967836,,,
0.0,0.0,,,
0.0,1.5625707,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.5872859,,,
0.0,0.09958132,,,
0.0,0.044091858,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.07938389,,,
0.0,0.65710336,,,
0.0,2.2104754,,,
0.0,0.31417522,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.62517923,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,2.1978598,,,
0.0,0.5169753,,,
0.0,0.0,,,
0.0,2.2447793,,,
0.0,1.4973676,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.2659268,,,
0.0,0.4393421,,,
0.0,0.0,,,
0.0,3.8202894,,,
0.0,0.0,,,
0.0,1.8994783,,,
0.0,0.15469736,,,
0.0,0.1687649,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.94815713,,,
0.0,0.5326611,,,
0.019607844,0.0,,,
0.25490198,0.0,,,
0.972549,0.0,,,
1.0,0.0,,,
0.99215686,0.0,,,
0.99215686,0.0,,,
0.9019608,0.42358154,,,
0.4117647,0.0,,,
0.050980393,0.0,,,
0.011764706,0.0,,,
0.0,1.7419264,,,
0.0,0.3050473,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.1636744,,,
0.0,0.7957105,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.9920655,,,
0.0,1.7434976,,,
0.0,0.0,,,
0.0,1.5607824,,,
0.0,0.0,,,
0.0,1.8322353,,,
0.0,0.0,,,
0.6509804,0.0,,,
0.9882353,1.4415915,,,
0.9882353,0.0,,,
0.99215686,0.0,,,
0.9882353,0.0,,,
0.9882353,0.15568593,,,
0.9882353,0.17904785,,,
0.9882353,0.0,,,
0.9882353,0.0,,,
0.49019608,0.7036545,,,
0.015686275,0.0,,,
0.0,0.17172468,,,
0.0,0.68906856,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.3637713,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,3.8430555,,,
0.0,0.18330602,,,
0.0,1.0886079,,,
0.0,0.9199378,,,
0.0,2.47592,,,
0.0,2.0354793,,,
0.0,1.7444597,,,
0.050980393,2.6360536,,,
0.87058824,1.1994162,,,
0.9882353,1.4024744,,,
0.9882353,0.8043245,,,
0.99215686,0.16942267,,,
0.9882353,0.0,,,
0.9882353,0.0,,,
0.9882353,0.0,,,
0.9882353,0.0,,,
0.9882353,0.01937238,,,
0.9882353,0.0,,,
0.49019608,0.90861523,,,
0.015686275,0.78689706,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.48000067,,,
0.0,0.0,,,
0.0,1.5038486,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
