Layer_0,Layer_1,Layer_2,Layer_3,Layer_4
0.0,0.7932323,3.0767605,-4.9623127,1.2718222e-09
0.0,0.42614985,4.012256,-1.6972071,3.3299983e-08
0.0,0.0,4.4249344,-1.0655166,6.263009e-08
0.0,0.0,0.7252795,-5.1107607,1.0963688e-09
0.0,0.0,6.2787676,15.520058,0.9995553
0.0,0.0,4.1874275,1.3595917,7.0793686e-07
0.0,0.0,0.0,-6.38253,3.073504e-10
0.0,1.0256479,5.122654,3.5891166,6.5805953e-06
0.0,0.38099968,0.48391578,0.89960855,4.4691657e-07
0.0,0.49405187,4.4390206,7.784496,0.00043681244
0.0,0.0,0.0659632,,
0.0,0.29324272,5.2364697,,
0.0,0.0,0.116449416,,
0.0,0.5844625,3.6717062,,
0.0,0.0,5.485131,,
0.0,0.0,4.1595635,,
0.0,0.0,0.40948182,,
0.0,1.9904958,0.0,,
0.0,1.2258533,3.5608897,,
0.0,0.08769597,4.441575,,
0.0,0.14002663,0.0,,
0.0,0.0,8.251446,,
0.0,0.0,2.1744027,,
0.0,0.0,0.986535,,
0.0,0.0,1.1057839,,
0.0,0.36850595,0.6466405,,
0.0,1.4149729,0.0,,
0.0,0.15585896,0.14747518,,
0.0,0.0,0.4146332,,
0.0,0.0,3.0592742,,
0.0,0.0,2.1159902,,
0.0,0.6764966,3.2597518,,
0.0,1.9138266,0.0,,
0.0,0.28615797,0.9728871,,
0.0,0.12567201,1.3132545,,
0.0,0.0,0.0,,
0.0,0.0,2.9607034,,
0.0,0.44017377,0.52789724,,
0.0,0.08805306,0.7268515,,
0.0,0.22587627,0.4710688,,
0.0,0.6245016,3.4180489,,
0.0,1.4429811,4.559297,,
0.0,0.3996423,0.0,,
0.0,0.24728695,3.631697,,
0.0,0.0,5.283393,,
0.0,0.0,0.0,,
0.0,0.7520481,0.38620564,,
0.0,0.0,3.3431053,,
0.0,0.95386946,4.5387745,,
0.0,0.4873422,1.2653174,,
0.0,0.0,,,
0.0,1.1330351,,,
0.0,0.20795143,,,
0.0,0.05102722,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.81677103,,,
0.0,0.76183313,,,
0.0,0.0,,,
0.0,0.28099313,,,
0.0,0.0,,,
0.0,0.70888203,,,
0.0,0.7040156,,,
0.0,0.1277974,,,
0.0,0.5727761,,,
0.0,1.4096106,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.4890488,,,
0.0,1.152367,,,
0.0,0.0,,,
0.0,0.9359781,,,
0.0,0.066550165,,,
0.0,1.654247,,,
0.0,1.9301698,,,
0.0,1.1881804,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.344988,,,
0.0,0.46835542,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.034771927,,,
0.0,0.09662923,,,
0.0,0.0,,,
0.0,0.3796102,,,
0.0,0.24219827,,,
0.0,0.102120906,,,
0.0,0.258157,,,
0.0,0.0,,,
