Layer_0,Layer_1,Layer_2,Layer_3,Layer_4
0.0,1.9932046,0.0,-1.09851,8.895461e-08
0.0,0.4125117,1.2922182,15.136479,0.99984956
0.0,2.2723777,2.8081203,-0.5175888,1.5902278e-07
0.0,0.8309237,0.0,-3.8061776,5.932572e-09
0.0,0.94444406,1.0026565,2.5219853,3.3229928e-06
0.0,0.3459754,6.4600515,-6.4031487,4.419707e-10
0.0,1.7233875,0.0,-5.2570677,1.3903678e-09
0.0,0.0,9.336924,6.3068495,0.00014631037
0.0,1.1472127,7.670178,-1.1717589,8.267162e-08
0.0,0.0,5.043472,0.33196566,3.7189125e-07
0.0,0.0,0.0,,
0.0,0.068641976,0.9715217,,
0.0,0.0,0.0,,
0.0,0.4682041,3.3805437,,
0.0,2.6315637,4.8376193,,
0.0,0.0,0.29087538,,
0.0,0.09085128,0.17065679,,
0.0,0.11501931,1.1699672,,
0.0,0.7489558,0.97751874,,
0.0,0.0,1.4307086,,
0.0,0.0,0.0,,
0.0,0.0,5.048002,,
0.0,0.5312593,4.474936,,
0.0,0.0,3.3393734,,
0.0,1.8051876,0.3314444,,
0.0,0.2510227,6.1791706,,
0.0,0.0,0.0,,
0.0,1.4956862,1.9440886,,
0.0,0.7090279,5.079636,,
0.0,1.5545377,4.3843646,,
0.0,0.0,0.51741725,,
0.0,0.4128483,1.5728649,,
0.0,1.9034843,1.281503,,
0.0,0.0,4.426979,,
0.0,0.0,1.2746187,,
0.0,0.0,3.825979,,
0.0,0.76827085,4.058671,,
0.0,0.0,0.75967246,,
0.0,0.60971713,4.090186,,
0.0,0.119947605,3.5472891,,
0.0,0.4607541,4.089639,,
0.0,0.0,5.12534,,
0.0,1.2125821,0.99054384,,
0.0,0.6470985,2.2524831,,
0.0,1.7595012,4.0062594,,
0.0,0.28931433,3.4065514,,
0.0,0.0,0.99494594,,
0.0,0.0,1.8299999,,
0.0,0.9354743,1.1342894,,
0.0,0.76616895,3.048442,,
0.0,0.61577874,,,
0.0,1.0323217,,,
0.0,0.9244947,,,
0.0,0.0,,,
0.0,0.67363983,,,
0.0,0.0,,,
0.0,0.24949664,,,
0.0,1.0870777,,,
0.0,0.51076746,,,
0.0,0.0,,,
0.0,0.10475965,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.449385,,,
0.0,0.16927382,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.07352356,,,
0.0,1.5563093,,,
0.0,1.5765687,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.5097512,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.22297122,,,
0.0,0.091995314,,,
0.0,0.0,,,
0.0,0.9950652,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.517655,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.3126765,,,
0.0,0.3730836,,,
0.0,2.206243,,,
0.0,0.0,,,
0.0,0.95359534,,,
0.0,1.6440561,,,
0.0,2.1562114,,,
0.0,0.62268436,,,
0.0,1.1520075,,,
0.0,0.0,,,
0.0,0.2623736,,,
0.0,0.12123187,,,
0.0,0.0,,,
0.0,1.2820117,,,
0.0,2.455069,,,
0.0,0.0,,,
0.0,0.13091768,,,
0.0,1.8528419,,,
0.0,0.0,,,
0.0,0.7650718,,,
0.0,0.65736246,,,
0.0,1.1395156,,,
0.0,0.6833874,,,
0.0,1.020355,,,
0.0,0.21076521,,,
0.0,0.5062173,,,
0.0,1.6155005,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.600001,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.95677644,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.2081561,,,
0.0,1.6306453,,,
0.0,0.6195427,,,
0.0,0.0,,,
0.0,0.018865684,,,
0.0,0.91677094,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.9879464,,,
0.0,0.7782173,,,
0.0,0.0,,,
0.0,0.9274035,,,
0.0,0.35209998,,,
0.0,0.0,,,
0.0,0.07697219,,,
0.0,1.4029297,,,
0.0,0.0,,,
0.0,0.2545958,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.04391206,,,
0.0,0.29962662,,,
0.0,0.5892948,,,
