Layer_0,Layer_1,Layer_2,Layer_3,Layer_4
0.0,1.4071242,0.30359185,19.579802,0.9999995
0.0,0.0,1.7521347,-7.6013956,1.5680339e-12
0.0,0.0,5.428475,3.6060143,1.1552397e-07
0.0,0.5262602,6.28666,-3.2331288,1.2372849e-10
0.0,0.0,5.174211,-9.867808,1.6257946e-13
0.0,0.0,0.0,-5.804069,9.460731e-12
0.0,0.0,3.7875206,-2.2167916,3.418691e-10
0.0,0.7270451,9.677746,-3.3398879,1.1120012e-10
0.0,2.1456037,5.7433205,-5.8216558,9.295811e-12
0.0,0.009756737,1.5395712,4.6772547,3.3721423e-07
0.0,0.0,0.0,,
0.0,0.0035266299,2.5434573,,
0.0,2.1436696,3.5651515,,
0.0,0.57159895,0.0,,
0.0,0.0,0.4796442,,
0.0,2.023756,0.0,,
0.0,0.0,5.3115897,,
0.0,0.38136786,7.4110374,,
0.0,0.6931319,4.4818506,,
0.0,0.0,0.0,,
0.0,0.16464327,8.035607,,
0.0,0.0,2.454119,,
0.0,0.0,0.05567567,,
0.0,0.6004642,0.0,,
0.0,0.0,3.9469743,,
0.0,0.0,0.013360437,,
0.0,0.720427,7.794853,,
0.0,0.0,1.61886,,
0.0,0.0,1.2405964,,
0.0,0.0,1.0855376,,
0.0,0.19528951,7.6225815,,
0.0,0.0,3.7763999,,
0.0,0.0,0.0,,
0.0,0.92589015,0.069576174,,
0.0,0.011969186,3.1547987,,
0.0,2.3787546,0.0,,
0.0,0.0,3.7713816,,
0.0,0.95196354,6.0178094,,
0.0,2.839038,1.7485108,,
0.0,0.0,0.89252037,,
0.0,0.0,3.3151717,,
0.0,0.0,6.934219,,
0.0,1.3892403,0.61171055,,
0.0,2.0542138,1.2011545,,
0.0,0.0,0.0,,
0.0,0.33614248,5.518372,,
0.0,0.0,6.4920707,,
0.0,0.0,4.907119,,
0.0,0.75815463,3.2191339,,
0.0,0.0,0.0,,
0.0,0.0,,,
0.0,2.9255018,,,
0.0,1.7567735,,,
0.0,1.9899547,,,
0.0,0.0,,,
0.0,0.5052418,,,
0.0,1.7989088,,,
0.0,1.1530011,,,
0.0,0.0,,,
0.0,0.69637203,,,
0.0,0.41032675,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.44121727,,,
0.0,1.3163532,,,
0.0,1.7932973,,,
0.0,0.09923484,,,
0.0,1.7399187,,,
0.0,2.0904183,,,
0.0,1.1726497,,,
0.0,0.47657552,,,
0.0,0.0,,,
0.0,0.8509177,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.5679574,,,
0.0,3.8324797,,,
0.0,0.8097004,,,
0.0,0.0,,,
0.0,0.43383408,,,
0.0,0.428709,,,
0.0,0.0,,,
0.0,0.2086434,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.0141232,,,
0.0,0.0,,,
0.0,1.4201065,,,
0.0,0.11762912,,,
0.0,0.0,,,
0.0,0.42090863,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.19069713,,,
0.0,0.7129836,,,
0.0,0.0,,,
0.0,2.5233517,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.9661438,,,
0.0,2.0597157,,,
0.0,0.3129565,,,
0.0,0.0,,,
0.0,0.34531364,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.9195101,,,
0.0,1.3694652,,,
0.0,0.59415394,,,
0.0,0.0,,,
0.0,0.4323377,,,
0.0,0.0,,,
0.0,0.4239,,,
0.0,0.0,,,
0.0,0.69639444,,,
0.0,0.0,,,
0.0,0.63977295,,,
0.0,0.0,,,
0.0,0.0,,,
0.23921569,0.0,,,
0.011764706,0.0,,,
0.16470589,0.37378475,,,
0.4627451,1.2303281,,,
0.75686276,0.5793593,,,
0.4627451,0.0,,,
0.4627451,0.065263614,,,
0.23921569,0.2887123,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.5690668,,,
0.0,1.8165892,,,
0.0,0.0,,,
0.0,0.29255393,,,
0.0,0.07139616,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,3.1751645,,,
0.0,0.68737364,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.4187129,,,
0.0,0.0,,,
0.05490196,0.0,,,
0.7019608,2.3085198,,,
0.9607843,0.0,,,
0.9254902,0.0,,,
0.9490196,1.505168,,,
0.99607843,0.0,,,
0.99607843,0.0,,,
0.99607843,0.0,,,
0.99607843,1.3604783,,,
0.9607843,0.0,,,
0.92156863,0.0,,,
0.32941177,0.0,,,
0.0,0.0,,,
0.0,0.008510969,,,
0.0,0.0,,,
0.0,0.8790164,,,
0.0,0.68786097,,,
0.0,0.10506907,,,
0.0,0.0,,,
0.0,1.0976608,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.5569427,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.5921569,1.6683257,,,
0.99607843,1.4800937,,,
0.99607843,0.7992604,,,
0.99607843,0.0,,,
0.8352941,1.6621273,,,
0.7529412,0.0,,,
0.69803923,0.0,,,
0.69803923,0.0,,,
0.7058824,0.937877,,,
0.99607843,0.8653454,,,
0.99607843,0.0,,,
0.94509804,0.0,,,
0.18039216,0.17980573,,,
0.0,0.0,,,
0.0,2.3716297,,,
0.0,0.21104775,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.5353275,,,
0.0,2.9025319,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.79107136,,,
0.16862746,2.2585015,,,
0.92156863,2.0076704,,,
0.99607843,1.9351021,,,
0.8862745,2.3813107,,,
0.2509804,0.92587787,,,
0.10980392,1.3271989,,,
0.047058824,0.31868708,,,
0.0,0.56791776,,,
0.0,0.0,,,
0.007843138,1.1318035,,,
0.5019608,0.0,,,
0.9882353,0.0,,,
1.0,1.6183963,,,
0.6784314,0.0,,,
0.06666667,1.027488,,,
0.0,0.19539903,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.07975112,,,
0.0,0.0,,,
0.0,1.0118911,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.59925956,,,
0.0,1.8631694,,,
0.0,0.32749557,,,
0.0,2.3425379,,,
0.21960784,0.0,,,
0.99607843,0.0,,,
0.99215686,0.40751925,,,
0.41960785,0.0,,,
0.0,0.00036385097,,,
0.0,0.8613951,,,
0.0,0.46956965,,,
0.0,0.14631279,,,
0.0,0.0,,,
0.0,0.65597856,,,
0.0,0.0,,,
0.5254902,0.8062433,,,
0.98039216,1.6280845,,,
0.99607843,0.0,,,
0.29411766,0.4276178,,,
0.0,0.0,,,
0.0,1.0411881,,,
0.0,0.59815365,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.76143336,,,
0.0,1.1015239,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.5113591,,,
0.0,0.64315486,,,
0.0,0.0,,,
0.0,2.0698473,,,
0.24705882,0.3175454,,,
0.99607843,0.6458749,,,
0.61960787,0.0,,,
0.0,0.0,,,
0.0,1.8922592,,,
0.0,0.39689097,,,
0.0,1.3722425,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.5541169,,,
0.8666667,0.0,,,
0.99607843,0.20070092,,,
0.6156863,0.0,,,
0.0,0.2919704,,,
0.0,0.0,,,
0.0,0.050604295,,,
0.0,0.0,,,
0.0,3.7635422,,,
0.0,0.51402915,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.9171082,,,
0.0,0.0,,,
0.0,0.04614955,,,
0.0,0.0,,,
0.0,0.0,,,
0.7607843,3.2003896,,,
0.99607843,0.0,,,
0.40392157,3.1916773,,,
0.0,0.29886976,,,
0.0,0.010004282,,,
0.0,0.0,,,
0.0,1.6178966,,,
0.0,0.18092375,,,
0.0,1.3971537,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.5882353,1.8672072,,,
0.99607843,0.0,,,
0.8352941,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,2.5155046,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.8397102,,,
0.0,2.083305,,,
0.0,0.0,,,
0.0,0.56446534,,,
0.0,0.0,,,
0.0,0.0,,,
0.13333334,1.0777149,,,
0.8627451,1.5885856,,,
0.9372549,1.8373485,,,
0.22745098,0.0,,,
0.0,1.3090134,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.1883171,,,
0.0,0.0,,,
0.32941177,3.119208,,,
0.99607843,0.6691261,,,
0.8352941,0.0,,,
0.0,0.26875168,,,
0.0,0.0,,,
0.0,2.674382,,,
0.0,0.0,,,
0.0,0.748745,,,
0.0,1.8885683,,,
