Layer_0,Layer_1,Layer_2,Layer_3,Layer_4
0.0,0.51316106,2.114285,16.526295,0.99999917
0.0,0.0,0.5509437,-4.4221153,7.984004e-10
0.0,0.21947922,3.7593286,-4.69629,6.06944e-10
0.0,0.0,4.313835,-4.635171,6.4519695e-10
0.0,0.0,4.05978,-5.2209353,3.591678e-10
0.0,0.0,0.0,-4.092942,1.1096327e-09
0.0,0.0,2.2805672,2.5538957,8.547989e-07
0.0,0.0,5.563226,-0.9458767,2.5818549e-08
0.0,2.039928,3.969601,-7.9213967,2.4126945e-11
0.0,0.0,0.0,-2.654903,4.6742414e-09
0.0,0.0,0.0,,
0.0,0.0,0.0,,
0.0,0.13099256,4.630386,,
0.0,0.0,0.23225564,,
0.0,0.0,0.6884441,,
0.0,1.2097683,0.004265256,,
0.0,0.64305943,2.0899105,,
0.0,1.0277369,10.361431,,
0.0,0.5326711,4.298638,,
0.0,0.42806485,0.0,,
0.0,0.1795181,4.663625,,
0.0,2.150312,2.9126627,,
0.0,0.0,0.0,,
0.0,0.0,0.0,,
0.0,0.0,5.42704,,
0.0,0.0,2.8093793,,
0.0,0.0,5.558068,,
0.0,0.0,1.3039036,,
0.0,0.6783029,2.3397644,,
0.0,0.045924887,0.0,,
0.0,0.6170787,2.985627,,
0.0,0.0,4.7458825,,
0.0,0.0,0.0,,
0.0,1.7593373,0.0,,
0.0,0.5157314,4.9195447,,
0.0,0.9654543,0.25196508,,
0.0,0.013590563,4.6663685,,
0.0,0.0,5.4290223,,
0.0,0.34990522,0.006787423,,
0.0,0.0,0.46230066,,
0.0,0.0,4.4221625,,
0.0,0.0,5.785233,,
0.0,1.5701267,0.0,,
0.0,1.4961401,1.3380919,,
0.0,1.6032945,0.22845012,,
0.0,0.0,3.9808357,,
0.0,0.0,6.361798,,
0.0,0.0,3.9664526,,
0.0,0.951739,0.724096,,
0.0,0.0,0.0,,
0.0,0.0,,,
0.0,2.6590486,,,
0.0,0.9504099,,,
0.0,0.7717395,,,
0.0,0.0,,,
0.0,1.0341028,,,
0.0,0.7760413,,,
0.0,2.0285027,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.5938615,,,
0.0,0.71433216,,,
0.0,1.7249178,,,
0.0,0.47368944,,,
0.0,1.8491966,,,
0.0,1.1179192,,,
0.0,1.034572,,,
