Layer_0,Layer_1,Layer_2,Layer_3,Layer_4
0.0,1.1972924,3.0109785,18.402136,0.9999994
0.0,0.0,2.5761,-5.2271924,5.469065e-11
0.0,0.0,7.7283683,4.0165863,5.6550306e-07
0.0,0.21280268,5.9984074,-5.231947,5.4431213e-11
0.0,0.0,4.5746756,-6.1820025,2.1049603e-11
0.0,0.0,0.0,-9.057305,1.1871771e-12
0.0,0.0,5.3454876,1.4516044,4.349884e-08
0.0,0.0,9.007155,-1.5168374,2.235112e-09
0.0,2.331766,5.5876446,-10.079117,4.2731573e-13
0.0,1.8572639,3.483419,-1.6935744,1.8730244e-09
0.0,1.2732755,0.0,,
0.0,0.0,0.315367,,
0.0,1.7074186,1.9196705,,
0.0,0.0,2.47367,,
0.0,0.0,1.988313,,
0.0,2.3299582,0.5548067,,
0.0,0.025142297,4.708788,,
0.0,0.94959635,8.936523,,
0.0,1.1631835,6.6630893,,
0.0,0.008251514,0.8165319,,
0.0,0.2171325,7.5539765,,
0.0,0.719628,3.5750055,,
0.0,1.0296679,0.0,,
0.0,0.0,0.8220154,,
0.0,0.0,5.5118885,,
0.0,0.0,0.10970315,,
0.0,0.0,6.2740564,,
0.0,0.0,3.3067005,,
0.0,0.0,3.8072789,,
0.0,0.0,2.3135371,,
0.0,0.97192705,4.289092,,
0.0,0.0,4.7683153,,
0.0,0.0,0.9323187,,
0.0,0.9989608,2.6914172,,
0.0,0.0,6.4323435,,
0.0,1.2018182,2.2087696,,
0.0,0.0,6.819656,,
0.0,2.417252,5.8026714,,
0.0,1.2612828,3.3415358,,
0.0,0.0,0.0,,
0.0,0.0,2.6065874,,
0.0,0.41708538,7.5727825,,
0.0,1.0913397,3.3340402,,
0.0,0.93420047,0.8197328,,
0.0,0.0,1.6112922,,
0.0,0.0,3.5960689,,
0.0,0.0,5.350801,,
0.0,0.0,6.1638217,,
0.0,0.45365033,3.1747699,,
0.0,0.6173842,0.4326719,,
0.0,0.0,,,
0.0,1.664919,,,
0.0,0.84667826,,,
0.0,1.341181,,,
0.0,0.0,,,
0.0,0.51202327,,,
0.0,1.6199003,,,
0.0,1.8689834,,,
0.0,0.0,,,
0.0,1.4603758,,,
0.0,0.26240426,,,
0.0,0.0,,,
0.0,2.9028418,,,
0.0,0.0,,,
0.0,0.9334284,,,
0.0,1.0153806,,,
0.0,0.91740555,,,
0.0,1.040901,,,
0.0,2.365502,,,
0.0,2.7677925,,,
0.0,2.0611312,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.2604606,,,
0.0,0.0,,,
0.0,2.082282,,,
0.0,1.7138115,,,
0.0,0.0,,,
0.0,0.877688,,,
0.0,0.4748215,,,
0.0,0.0,,,
0.0,1.240555,,,
0.0,0.46053034,,,
0.0,0.0,,,
0.0,0.76276237,,,
0.0,1.7341608,,,
0.0,0.0,,,
0.0,2.327945,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.5927873,,,
0.0,1.00435,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.3914171,,,
0.0,0.94297373,,,
0.0,0.60140294,,,
0.0,0.0,,,
0.0,1.5185347,,,
0.0,2.8914347,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.49257588,,,
0.0,2.3432438,,,
0.0,1.6647048,,,
0.0,0.0,,,
0.0,2.4471536,,,
0.0,1.6407843,,,
0.0,1.604043,,,
0.0,0.0,,,
0.0,1.6111096,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.4387725,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.7442757,,,
0.0,0.6138475,,,
0.0,0.04528863,,,
0.043137256,0.97803813,,,
0.5882353,0.7730104,,,
0.99215686,1.2980081,,,
0.7921569,0.60313857,,,
0.12156863,0.0,,,
0.0,0.0,,,
0.0,0.08644437,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.2317377,,,
0.0,0.0,,,
0.0,1.8291593,,,
0.0,0.049299363,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,2.6845078,,,
0.0,0.74261504,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.477054,,,
0.0,0.0,,,
0.0,1.0712589,,,
0.0,0.009623859,,,
0.0,0.03196683,,,
0.14509805,0.0,,,
0.9843137,0.16180298,,,
0.9843137,0.0,,,
0.99215686,0.039347883,,,
0.41960785,0.026545271,,,
0.0,0.7760153,,,
0.0,0.25142395,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.8460349,,,
0.0,0.035640106,,,
0.0,0.6474588,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.8671821,,,
0.0,1.8406501,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.66846,,,
0.0,0.7081388,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.7866573,,,
0.0,1.7168279,,,
0.08235294,0.0,,,
0.77254903,0.0,,,
0.9843137,0.0,,,
0.9843137,0.0,,,
0.99215686,0.0,,,
0.41960785,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.45713985,,,
0.0,0.51546603,,,
0.0,0.0,,,
0.0,2.0984359,,,
0.0,0.97117025,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.60633785,,,
0.0,1.4515637,,,
0.0,1.5208243,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.024748258,,,
0.0,1.290434,,,
0.0,1.1547875,,,
0.0,0.0,,,
0.0,2.3105927,,,
0.0,1.4549443,,,
0.43137255,1.0110128,,,
0.74509805,2.7393062,,,
0.9843137,2.0114455,,,
0.9843137,2.2138212,,,
0.9843137,1.3146209,,,
0.99215686,0.0,,,
0.6627451,0.0,,,
0.42745098,0.0,,,
0.24313726,0.013685975,,,
0.0,0.0,,,
0.0,0.9302922,,,
0.0,0.0,,,
0.0,0.14504436,,,
0.0,0.9108679,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.4568639,,,
