Layer_0,Layer_1,Layer_2,Layer_3,Layer_4
0.0,1.6176119,1.2746282,20.507732,0.9999925
0.0,0.0,2.7096567,-8.144079,3.603073e-13
0.0,0.0,5.5120263,8.710338,7.5240782e-06
0.0,0.8004921,6.6592455,-2.5955312,9.2550065e-11
0.0,0.0,4.2479086,-13.233086,2.220985e-15
0.0,0.0,0.0,-7.1904354,9.35051e-13
0.0,0.0,5.3975377,-4.963169,8.67211e-12
0.0,0.0,10.127237,-3.3682742,4.2734496e-11
0.0,2.6638708,7.4665537,-5.76552,3.88748e-12
0.0,1.244646,4.4836965,1.0293247,3.472419e-09
0.0,0.0,0.0,,
0.0,0.0,1.9848628,,
0.0,2.601694,1.7297443,,
0.0,0.038033217,1.2348901,,
0.0,0.0,0.69838345,,
0.0,2.7760742,0.0,,
0.0,0.44689173,7.5966353,,
0.0,0.983131,7.7999263,,
0.0,0.6867435,6.727763,,
0.0,0.0,1.8299819,,
0.0,0.0,9.633788,,
0.0,0.0,2.364077,,
0.0,0.0,0.0,,
0.0,0.035312146,0.21565025,,
0.0,0.0,4.3877287,,
0.0,0.0,1.4359707,,
0.0,0.0,7.6207733,,
0.0,0.0,2.552406,,
0.0,0.0,2.7739875,,
0.0,0.0,1.632026,,
0.0,0.0,8.739367,,
0.0,0.0,3.2238355,,
0.0,0.0,0.0,,
0.0,0.8192022,2.5284762,,
0.0,0.0,3.5037267,,
0.0,1.4566232,1.0962075,,
0.0,0.0,3.3443677,,
0.0,2.6313148,6.039761,,
0.0,3.1659193,2.4548924,,
0.0,0.0,0.0,,
0.0,0.0,3.6751184,,
0.0,0.0,7.8004665,,
0.0,1.4975976,4.2124186,,
0.0,2.2528286,0.770659,,
0.0,0.0,0.0,,
0.0,0.13931108,6.459446,,
0.0,0.0,6.092206,,
0.0,0.0,6.3163533,,
0.0,0.2626856,3.333567,,
0.0,1.1003264,0.0,,
0.0,0.23376937,,,
0.0,2.0353374,,,
0.0,1.7824402,,,
0.0,0.31890094,,,
0.0,0.0,,,
0.0,0.67302877,,,
0.0,1.6982214,,,
0.0,2.3978925,,,
0.0,0.64593476,,,
0.0,1.5491853,,,
0.0,0.9436747,,,
0.0,0.0,,,
0.0,1.8434129,,,
0.0,0.0,,,
0.0,1.3543917,,,
0.0,0.44035274,,,
0.0,1.1694415,,,
0.0,0.6029163,,,
0.0,2.4255533,,,
0.0,2.6241696,,,
0.0,2.802268,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.45531246,,,
0.0,1.8474149,,,
0.0,0.6271911,,,
0.0,0.18161704,,,
0.0,0.6135908,,,
0.0,0.37088275,,,
0.0,0.0,,,
0.0,0.8527965,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.810193,,,
0.0,0.0,,,
0.0,1.2779952,,,
0.0,0.13440022,,,
0.0,0.0,,,
0.0,0.96574956,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.4171492,,,
0.0,0.0,,,
0.0,1.9650453,,,
0.0,0.016244194,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.9594117,,,
0.0,1.6356657,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.16954349,,,
0.0,1.4880124,,,
0.0,0.0,,,
0.0,1.8044784,,,
0.0,2.055129,,,
0.0,0.19457895,,,
0.0,0.0,,,
0.0,0.7636358,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.7217772,,,
0.0,0.0,,,
0.0,0.18545328,,,
0.0,0.9504735,,,
0.0,0.8053936,,,
0.0,0.17813395,,,
0.0,0.029613767,,,
0.0,1.1898152,,,
0.0,1.4267833,,,
0.0,0.6690436,,,
0.0,0.0,,,
0.0,0.11322466,,,
0.0,0.26602003,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.43083718,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.9113882,,,
0.0,1.2858752,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.6146451,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,3.0058634,,,
0.0,1.3635123,,,
0.0,0.0,,,
0.0,0.5198837,,,
0.0,1.0439322,,,
0.0,0.0,,,
0.1254902,0.0,,,
1.0,1.6304075,,,
0.99607843,0.54955876,,,
1.0,0.0,,,
0.99607843,0.9015103,,,
0.99607843,0.0,,,
0.99607843,0.0,,,
0.6156863,0.0,,,
0.50980395,0.29268813,,,
0.34509805,0.0,,,
0.003921569,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.7761102,,,
0.0,0.0,,,
0.0,0.39995772,,,
0.0,0.07303725,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,2.2527933,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.4764605,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.50438,,,
0.1254902,0.0,,,
0.99215686,1.7719941,,,
0.99215686,0.0,,,
0.99215686,0.29457536,,,
0.99215686,0.6758059,,,
0.99215686,0.0,,,
0.99215686,0.0,,,
0.99215686,0.0,,,
0.99215686,0.0,,,
0.99215686,0.3447357,,,
0.42352942,0.0,,,
0.007843138,0.55855864,,,
0.0,0.9392995,,,
0.0,0.0,,,
0.0,0.9253648,,,
0.0,1.5458057,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.10272058,,,
0.0,1.3154266,,,
0.0,2.5897145,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.49888024,,,
0.0,1.2325548,,,
0.0,0.79676527,,,
0.0,0.43690988,,,
0.0,2.7175536,,,
0.05490196,1.7877797,,,
0.5058824,1.9345443,,,
0.93333334,3.3428888,,,
0.99215686,1.9331094,,,
0.99215686,1.8426948,,,
0.99215686,1.239017,,,
0.99215686,0.0,,,
0.99215686,0.0,,,
0.99215686,0.0,,,
0.99215686,0.0,,,
0.99215686,0.0,,,
0.11764706,0.8807409,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.1079865,,,
0.0,0.0,,,
0.0,0.9355139,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,2.1314015,,,
0.0,0.6943909,,,
0.0,1.0748136,,,
0.0,0.0,,,
0.0,0.77210003,,,
0.0,0.35526443,,,
0.21960784,0.0,,,
0.99215686,0.06452058,,,
0.972549,0.9174878,,,
0.654902,0.6231192,,,
0.92156863,0.60652936,,,
0.99215686,0.0,,,
0.99215686,1.2815119,,,
0.99215686,0.0,,,
0.99215686,1.6790034,,,
0.40784314,0.0,,,
0.0,0.0,,,
0.0,0.4887421,,,
0.0,0.0,,,
0.0,0.4712516,,,
0.0,0.6961649,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.5203279,,,
0.0,1.4017354,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.38436708,,,
0.0,2.1041293,,,
0.0,1.0171597,,,
0.0,1.647263,,,
0.019607844,0.0,,,
0.69803923,0.28695366,,,
0.99215686,1.0906221,,,
0.7137255,0.0,,,
0.0,1.2136241,,,
0.105882354,0.0,,,
0.5254902,0.0,,,
0.96862745,0.0,,,
0.99215686,0.0,,,
0.99215686,1.0506285,,,
0.84313726,0.0,,,
0.05882353,0.0,,,
0.0,0.0,,,
0.0,0.7837307,,,
0.0,0.0,,,
0.0,0.46705243,,,
0.0,0.0,,,
0.0,2.3173048,,,
0.0,0.05147669,,,
0.0,0.52989453,,,
0.0,0.0,,,
0.0,2.484822,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.928681,,,
0.019607844,0.0,,,
0.50980395,2.8941808,,,
0.99215686,0.12566376,,,
0.87058824,0.50467134,,,
0.105882354,0.0,,,
0.0,2.0396757,,,
0.0,0.7359715,,,
0.0,0.7105066,,,
0.7294118,0.29844785,,,
0.99215686,0.0,,,
0.99215686,0.0,,,
0.99215686,2.0693028,,,
0.09411765,0.0,,,
0.0,0.6417961,,,
