Layer_0,Layer_1,Layer_2,Layer_3,Layer_4
0.0,1.3514177,1.2138255,18.932655,0.99999976
0.0,0.0,1.6028388,-6.9607563,5.6837386e-12
0.0,0.0,5.398941,0.25670123,7.74704e-09
0.0,0.0,5.9898505,-5.311864,2.9562377e-11
0.0,0.0,5.5835524,-5.791271,1.8303536e-11
0.0,0.0,0.0,-7.6712875,2.792893e-12
0.0,0.0,3.268233,-1.5380217,1.2873543e-09
0.0,0.0,6.367032,1.2932987,2.1843622e-08
0.0,2.2386298,5.033915,-4.9588346,4.2078206e-11
0.0,0.90931004,1.9219211,3.627852,2.2553193e-07
0.0,0.0,0.0,,
0.0,0.0,2.0209978,,
0.0,0.8718786,4.8230405,,
0.0,0.0,0.0,,
0.0,0.0,0.24570882,,
0.0,1.5385011,0.51145595,,
0.0,0.5848264,5.0455995,,
0.0,1.2394136,8.650649,,
0.0,1.336737,5.365039,,
0.0,0.0,0.15830907,,
0.0,1.6529303,4.639619,,
0.0,0.0,3.3968928,,
0.0,0.43809626,0.0,,
0.0,0.0,0.0,,
0.0,0.0,4.08991,,
0.0,0.0,2.107998,,
0.0,0.4466058,6.6849933,,
0.0,0.0,1.3886914,,
0.0,0.0,2.4016037,,
0.0,0.0,1.6005356,,
0.0,0.0,4.76261,,
0.0,0.0,3.3715224,,
0.0,0.02553299,0.0,,
0.0,0.76206017,0.48587137,,
0.0,0.0,2.9620502,,
0.0,2.2136726,0.0,,
0.0,0.0,4.3719387,,
0.0,2.3500383,5.3877234,,
0.0,1.7100617,2.9673002,,
0.0,0.0,0.0,,
0.0,0.0,4.4713273,,
0.0,0.11127422,8.133907,,
0.0,0.7223411,0.0,,
0.0,2.0522032,0.45216048,,
0.0,0.0,1.3362687,,
0.0,0.0,6.198423,,
0.0,0.0,5.138179,,
0.0,0.0,4.365455,,
0.0,0.7502525,3.43764,,
0.0,0.15389453,0.0,,
0.0,0.0,,,
0.0,2.0903568,,,
0.0,1.3013798,,,
0.0,0.26522642,,,
0.0,0.0,,,
0.0,0.4134946,,,
0.0,1.5116353,,,
0.0,1.6463908,,,
0.0,0.07467505,,,
0.0,1.9663223,,,
0.0,0.3535821,,,
0.0,0.0,,,
0.0,1.9620965,,,
0.0,0.0,,,
0.0,1.3076602,,,
0.0,0.6570574,,,
0.0,2.0475402,,,
0.0,0.6257551,,,
0.0,2.011221,,,
0.0,2.3894606,,,
0.0,1.2677535,,,
0.0,0.23616864,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,0.48457712,,,
0.0,0.08261159,,,
0.0,2.355341,,,
0.0,3.0194197,,,
0.0,0.5983494,,,
0.0,0.30240196,,,
0.0,1.486892,,,
0.0,0.0,,,
0.0,0.0,,,
0.0,1.2706733,,,
